Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Sir Hill,MercDmg_General,36,18894,7,7,7,4,3,,2,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,HandTank_Stealth,50,40585,7,7,9,5,5,,3,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,RavagerTank_Taunt,36,13858,5,5,7,4,3,,2,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,RavagerDmg_AoE,36,16973,7,7,7,4,3,,2,striker,,2,,,,,2,2,2,2,2
Sir Hill,WarMachine,100,981923,7,9,19,6,6,7,5,raider,purple,,,,13,5,3,3,3,3,3
Sir Hill,Rescue,100,640872,7,9,19,7,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,HydraSupport_Heal,70,87586,7,7,13,6,6,,4,healer,,,,5,,,5,5,5,5,5
Sir Hill,MsMarvel,80,279828,7,8,15,6,6,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,Killmonger,60,88868,7,9,11,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Sir Hill,MercTank_Debuff,80,148882,7,7,15,6,6,,4,fortifier,blue,,10,2,,,5,5,5,5,5
Sir Hill,Mantis,60,129532,7,12,11,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Sir Hill,Shocker,105,1379972,7,10,19,6,7,7,5,striker,purple,13,,,5,,3,3,3,3,3
Sir Hill,Loki,100,509164,7,8,18,6,6,7,5,skirmisher,blue,,7,,,10,5,5,5,5,5
Sir Hill,Drax,60,112073,7,11,11,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,Storm,105,1341182,7,10,19,6,7,7,5,raider,purple,5,,,13,,3,3,3,3,3
Sir Hill,CaptainAmerica,100,717810,7,9,19,7,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Sir Hill,Quake,100,1024542,7,10,19,6,6,6,5,raider,purple,12,12,12,13,12,3,3,3,3,3
Sir Hill,IronMan,100,653228,7,9,19,6,7,6,5,raider,purple,,,,13,5,3,3,3,3,3
Sir Hill,Hawkeye,70,113866,7,9,13,6,6,6,4,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,Groot,105,1405055,7,10,19,7,7,7,5,healer,purple,,5,13,,,3,3,3,3,3
Sir Hill,ShieldTank_Stun,70,75932,6,6,13,6,6,,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,Pyro,55,61078,7,8,10,6,5,5,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,RocketRaccoon,105,1389426,7,10,19,7,6,7,5,raider,purple,,,,13,5,3,3,3,3,3
Sir Hill,MBaku,65,94972,7,8,12,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,UltGreenGoblin,70,107585,7,8,13,6,6,6,4,raider,,4,,,5,,5,5,5,5,5
Sir Hill,AntMan,75,220962,7,8,14,6,6,6,4,skirmisher,blue,,,,5,10,5,5,5,5,5
Sir Hill,Yondu,36,23598,7,9,7,4,3,3,2,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,ScarletWitch,100,987106,7,9,19,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,ShieldDmg_Defense,36,15608,7,7,7,4,3,,2,,,,,,,,,,,,
Sir Hill,Venom,100,606172,7,9,19,6,6,6,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,BaronMordo,105,1313043,7,10,19,6,6,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
Sir Hill,Vulture,105,1619582,7,10,20,6,7,7,5,raider,purple,,,,13,5,3,3,3,3,3
Sir Hill,KreeDmg_Offense,42,26406,7,7,8,4,4,,2,striker,,5,,,,,5,5,5,5,5
Sir Hill,KreeControl_Assist,42,26216,7,7,8,4,4,,2,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,AimSupport_Heal,36,13703,5,5,7,4,3,,2,healer,,,,5,,,5,5,5,5,5
Sir Hill,Sabretooth,80,196460,7,8,15,6,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,NightNurse,48,46687,7,9,9,5,5,4,3,healer,,,,5,,,5,5,5,5,5
Sir Hill,WinterSoldier,95,427495,7,9,18,6,6,7,5,striker,blue,10,,,,5,5,5,5,5,5
Sir Hill,UltSpiderMan,65,126562,7,8,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Sir Hill,HydraDmg_Single,65,58674,5,5,12,6,6,,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,Falcon,100,1003752,7,10,19,6,7,7,5,raider,purple,,,,13,4,3,3,3,3,3
Sir Hill,HumanTorch,105,1490147,7,10,19,7,7,7,5,striker,purple,13,,,,5,3,3,3,3,3
Sir Hill,Okoye,80,201700,7,9,15,6,6,6,4,skirmisher,blue,4,,,,10,5,5,5,5,5
Sir Hill,Cable,105,1143673,7,10,19,6,6,6,5,striker,purple,13,,,,4,3,3,3,3,3
Sir Hill,MercDmg_Single,36,12538,5,5,7,4,3,,2,skirmisher,,,,,,2,2,2,3,2,2
Sir Hill,AimTank_Taunt,18,1422,3,3,4,1,1,,1,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,Ronan,65,100946,7,9,12,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,ElsaBloodstone,105,1430751,7,10,19,7,6,7,5,raider,purple,5,,,13,,3,3,3,3,3
Sir Hill,Thor,80,199529,7,9,15,6,6,6,4,striker,blue,10,,,7,,5,5,5,5,5
Sir Hill,Korath,54,57906,7,8,10,5,5,5,4,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,Mysterio,100,629880,7,9,19,7,6,6,5,skirmisher,purple,,,3,,13,3,3,3,3,3
Sir Hill,Vision,100,948146,7,9,19,6,6,7,5,skirmisher,purple,,4,,7,13,3,3,3,3,3
Sir Hill,KreeSupport_HoT,70,88096,7,7,13,6,6,,4,healer,,,,5,,,5,5,5,5,5
Sir Hill,Coulson,85,230213,7,8,16,6,6,6,4,striker,blue,10,,4,,,5,5,5,5,5
Sir Hill,KreeDmg_Speed,36,15591,7,7,7,4,3,,2,,,,,,,,,,,,
Sir Hill,BlackPanther,80,215826,7,8,15,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,MrFantastic,100,670315,7,10,19,7,6,6,5,skirmisher,purple,,,,5,12,2,2,2,2,2
Sir Hill,Carnage,100,854543,7,11,19,6,7,7,5,skirmisher,purple,,,,1,13,3,3,3,3,3
Sir Hill,Heimdall,75,168649,7,9,14,6,6,6,5,raider,blue,4,4,,10,,5,5,5,5,5
Sir Hill,Colossus,70,166837,7,11,13,6,6,6,5,fortifier,,1,5,,,,5,5,5,5,5
Sir Hill,Juggernaut,105,1211331,7,10,19,7,7,6,5,fortifier,purple,,13,,,,3,3,3,3,3
Sir Hill,DoctorStrange,105,1290751,7,10,19,6,7,8,6,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,Nobu,60,74646,7,7,11,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,Kingpin,60,83248,7,8,11,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,AimDmg_Offense,80,150560,7,7,15,6,6,,4,striker,blue,10,7,,,,5,5,5,5,5
Sir Hill,Psylocke,95,394264,7,8,18,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,YoYo,100,1037035,7,10,19,6,6,6,5,skirmisher,purple,12,12,12,12,13,3,3,3,3,3
Sir Hill,BlackWidow,70,143650,7,7,13,6,6,6,4,striker,,5,,,4,,5,5,5,5,5
Sir Hill,AimDmg_Speed,65,67321,6,6,12,6,6,,4,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,Minerva,75,154592,7,9,14,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,Karnak,65,94984,7,8,12,6,6,6,4,skirmisher,,,,,4,5,5,5,5,5,5
Sir Hill,Graviton,65,100403,7,9,12,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,Wasp,100,923763,7,10,19,6,6,6,5,raider,purple,,,,13,5,3,3,3,3,3
Sir Hill,AimControl_Infect,60,67614,7,7,11,6,6,,4,raider,,,,,5,,5,5,5,5,5
Sir Hill,StarLord,80,309313,7,9,15,6,6,6,4,skirmisher,blue,5,,,,10,5,5,5,5,5
Sir Hill,Toad,55,62994,7,8,10,6,5,5,4,raider,,,,,5,,5,5,5,5,5
Sir Hill,Hela,105,1367008,7,10,19,6,6,7,5,raider,purple,,,5,13,,3,3,3,3,3
Sir Hill,Namor,105,998534,7,10,19,7,7,7,5,raider,purple,5,,,13,,3,3,3,3,3
Sir Hill,MercSupport_Buffs,36,13625,5,5,7,4,3,,2,healer,,1,,5,2,,5,5,5,5,5
Sir Hill,Blob,60,86468,7,9,11,6,6,6,4,striker,,5,4,,,,5,5,5,5,5
Sir Hill,CaptainMarvel,85,238531,7,7,16,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Deadpool,100,1050291,7,9,19,6,6,6,5,raider,purple,4,,,12,,2,2,2,2,2
Sir Hill,Thanos,80,216937,7,8,15,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Sif,75,140891,7,7,14,6,6,6,4,fortifier,blue,,10,,7,,5,5,5,5,5
Sir Hill,ScientistSupreme,100,1010027,7,9,19,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,ProximaMidnight,80,182529,7,7,15,7,6,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,Stryfe,80,208429,7,9,15,7,7,6,5,fortifier,blue,,10,1,,,5,5,5,5,5
Sir Hill,SymbioteSpiderMan,80,246124,7,10,15,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,GhostRider,70,111058,7,7,13,6,6,6,5,striker,,5,,,,,5,5,5,5,5
Sir Hill,Crystal,65,102766,7,9,12,6,6,6,4,healer,,,,5,,,5,5,5,5,5
Sir Hill,Taskmaster,105,1874079,7,11,20,7,7,7,5,skirmisher,purple,,,2,,13,3,3,3,3,3
Sir Hill,Ultron,85,205073,7,5,16,7,7,7,5,striker,blue,10,5,1,,,5,5,5,5,5
Sir Hill,CorvusGlaive,80,207283,7,9,15,7,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Ironheart,100,874614,7,9,19,6,6,6,4,raider,purple,,,,13,4,3,3,3,3,3
Sir Hill,Domino,100,1010912,7,10,19,6,6,6,5,raider,purple,12,12,12,13,12,3,3,3,3,3
Sir Hill,InvisibleWoman,105,1511244,7,10,19,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,MrSinister,80,194111,7,7,15,7,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,X23,60,124634,7,11,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,SquirrelGirl,80,338972,7,9,15,7,7,6,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,Cyclops,100,666027,7,10,19,6,7,7,5,raider,purple,,,,10,,,,,,
Sir Hill,Negasonic,100,934323,7,10,19,6,6,6,5,raider,purple,12,12,12,13,12,3,3,3,3,3
Sir Hill,Beast,105,1277115,7,10,19,6,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,RedSkull,70,113237,7,9,13,6,6,6,4,striker,,5,4,,,,5,5,5,5,5
Sir Hill,Shuri,85,243528,7,8,16,7,7,6,5,healer,blue,,7,10,,,5,5,5,5,5
Sir Hill,Swarm,60,116058,7,8,11,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,Electro,1,739,7,8,1,1,1,,,,,,,,,,,,,2,
Sir Hill,Zemo,85,255579,7,9,16,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,EmmaFrost,105,1511642,7,10,20,7,7,7,5,healer,purple,5,5,13,5,5,3,3,3,3,3
Sir Hill,Scream,80,219865,7,10,15,6,7,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Magneto,95,426083,7,9,18,7,7,6,5,raider,blue,4,,,10,9,5,5,5,5,5
Sir Hill,Stature,65,96671,7,9,12,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
Sir Hill,CullObsidian,80,199593,7,8,15,7,6,6,5,striker,blue,10,7,,,,5,5,5,5,5
Sir Hill,Yellowjacket,60,102879,7,7,11,6,6,6,4,raider,,,,,5,,5,5,5,5,5
Sir Hill,Shatterstar,75,179836,7,10,14,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Yelena,70,194341,7,10,13,6,6,6,5,raider,,,,,5,3,5,5,5,5,5
Sir Hill,KittyPryde,80,219202,7,10,15,6,6,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,Ghost,105,1355893,7,10,19,7,7,7,5,striker,purple,13,1,,,5,3,3,3,3,3
Sir Hill,NickFury,96,409143,7,8,18,6,7,7,5,healer,purple,,5,10,,,,,,,
Sir Hill,Iceman,80,209329,7,10,15,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Ultimus,100,957823,7,10,19,7,7,7,4,striker,purple,13,5,,,,3,3,3,3,3
Sir Hill,BlackBolt,100,724069,7,9,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,WhiteTiger,36,22325,7,8,7,4,3,3,2,striker,,5,,,,,5,5,5,5,5
Sir Hill,EbonyMaw,80,198165,7,7,15,6,7,7,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,Longshot,75,140000,7,7,14,6,6,6,4,raider,blue,,,,10,4,5,5,5,5,5
Sir Hill,SheHulk,90,411192,7,7,17,6,7,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,Bishop,70,115413,7,9,13,6,6,6,4,striker,,5,,,,4,5,5,5,5,5
Sir Hill,MultipleMan,75,153284,7,8,14,6,6,6,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,Phoenix,105,1547927,7,10,19,7,7,7,5,striker,purple,13,,7,,,3,3,3,3,3
Sir Hill,RedGuardian,70,199045,7,10,13,6,6,6,5,healer,,,,5,,,5,5,5,5,5
Sir Hill,SilverSurfer,100,948346,7,9,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,Sybil,105,927613,7,9,19,7,7,7,5,striker,purple,12,,,,1,2,2,2,2,2
Sir Hill,Polaris,105,1843434,7,12,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,AntiVenom,80,266391,7,11,15,6,6,7,5,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,PhylaVell,85,278284,7,9,16,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Moondragon,105,1335782,7,10,19,6,7,8,6,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,ColleenWing,80,181339,7,7,15,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,MistyKnight,80,189652,7,8,15,7,6,6,5,skirmisher,blue,,,5,,10,5,5,5,5,5
Sir Hill,SharonCarter,85,244608,7,8,16,6,7,7,4,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,SamWilson,105,1610603,7,10,20,7,7,7,5,healer,purple,7,,13,,13,3,3,3,3,3
Sir Hill,MoonKnight,100,885480,7,9,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Deathpool,100,796466,7,10,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,ShangChi,85,270384,7,9,16,7,7,7,5,raider,blue,8,,,10,,5,5,5,5,5
Sir Hill,Jubilee,95,440856,7,10,18,6,6,6,4,striker,purple,10,,,,,,,,,
Sir Hill,Dagger,90,338105,7,9,17,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,MariaHill,75,167810,7,9,14,6,6,6,4,healer,blue,,,10,,,5,5,5,5,5
Sir Hill,SilverSamurai,75,156213,7,8,14,6,6,6,5,skirmisher,blue,,7,,,10,5,5,5,5,5
Sir Hill,LadyDeathstrike,105,1588201,7,10,20,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Sersi,95,467358,7,9,18,7,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,DoctorOctopus,100,792530,7,10,19,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,Ikaris,95,461034,7,9,18,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Doom,105,734526,7,5,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,Cloak,85,256436,7,8,16,7,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,Magik,105,1539449,7,10,20,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,AdamWarlock,100,1307132,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,ScarletSpider,85,269171,7,8,16,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,SpiderPunk,75,155147,7,8,14,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Echo,80,215281,7,9,15,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,OmegaRed,90,618780,7,10,17,7,7,7,5,striker,purple,10,,,,,,,,,
Sir Hill,KateBishop,80,197041,7,8,15,6,7,6,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,DoctorVoodoo,75,155278,7,8,14,6,6,6,4,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,GhostSpider,105,1017202,7,10,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Morbius,70,113610,7,8,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,TChalla,54,56813,7,7,10,5,5,5,4,skirmisher,,,,,,5,5,5,5,5,5
Sir Hill,StrangeSupreme,105,1620402,7,10,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,MorganLeFay,96,413020,7,5,18,7,8,7,6,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Wong,90,309219,7,8,17,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,AgathaHarkness,105,1336127,7,10,19,7,7,7,5,skirmisher,purple,,,,9,13,3,3,3,3,3
Sir Hill,MadelynePryor,105,1351620,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,SpiderWoman,85,241295,7,8,16,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,NicoMinoru,85,236030,7,8,16,6,6,6,4,skirmisher,blue,,,,2,10,5,5,5,5,5
Sir Hill,Fantomex,90,305115,7,10,17,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Gambit,100,726994,7,9,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Dazzler,90,264357,7,8,17,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Sunfire,100,655946,7,9,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,JaneThor,80,197706,7,8,15,6,6,6,5,raider,blue,5,4,,10,,5,5,5,5,5
Sir Hill,Rogue,100,576639,7,5,19,8,7,7,6,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,Valkyrie,80,205769,7,9,15,6,6,6,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,VivVision,80,206185,7,8,15,6,6,7,5,striker,blue,10,,8,,,5,5,5,5,5
Sir Hill,Deathlok,80,194054,7,8,15,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Hulkbuster,80,214703,7,8,15,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,AmadeusCho,90,448118,7,7,17,6,7,7,5,skirmisher,blue,9,,,,10,5,5,5,5,5
Sir Hill,RedHulk,100,570800,7,6,19,7,8,7,6,raider,blue,4,,,10,1,5,5,5,5,5
Sir Hill,SpiderWeaver,100,712377,7,9,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,Abomination,95,441478,7,8,18,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,SpiderManNoir,105,920339,7,9,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,SpiderMan2099,80,202821,7,9,15,6,6,6,4,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,ZombieIronMan,105,1451341,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Dormammu,100,632435,7,6,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,BlackPantherBC,80,244103,7,10,15,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Nakia,80,199752,7,8,15,6,6,6,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,DarkBeast,95,436843,7,9,18,7,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,MrNegative,75,178491,7,9,14,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Archangel,95,396157,7,6,18,7,7,8,6,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Nemesis,95,383963,7,7,18,6,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,USAgent,95,415177,7,9,18,6,7,6,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,CaptainCarter,100,727770,7,9,19,7,7,7,5,healer,purple,7,5,13,5,5,3,3,3,3,3
Sir Hill,AbsorbingMan,85,238280,7,8,16,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,KangTheConqueror,100,743715,7,9,19,7,7,7,5,striker,purple,13,,,9,,3,3,3,3,3
Sir Hill,Titania,95,460464,7,9,18,6,7,6,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Moonstone,85,256956,7,8,16,7,6,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,AgentVenom,95,486987,7,10,18,7,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,CaptainAmericaWW2,95,380157,7,7,18,7,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,UnionJack,95,475743,7,10,18,7,7,7,5,raider,blue,9,,,10,,5,5,5,5,5
Sir Hill,BuckyBarnes,95,376057,7,7,18,7,7,6,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,IronFistOrson,105,1389077,7,10,19,7,7,7,5,raider,purple,,,9,13,,3,3,3,3,3
Sir Hill,Quicksilver,100,578642,7,5,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,Apocalypse,105,1288611,7,10,20,8,8,8,6,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Firestar,85,253137,7,8,16,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Nova,105,933953,7,7,19,8,8,7,6,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Gwenpool,85,491739,7,10,16,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Cosmo,105,866399,7,9,19,6,7,7,5,healer,purple,,,13,,7,3,3,3,3,3
Sir Hill,Korg,100,615402,7,9,19,6,7,6,5,skirmisher,purple,9,,,,13,3,3,3,3,3
Sir Hill,StarLord_Annihilation,105,941029,7,10,19,6,7,7,5,raider,purple,12,,,13,,3,3,3,3,3
Sir Hill,Thor_InfinityWar,105,944297,7,10,19,6,7,7,5,striker,purple,13,,,9,,3,3,3,3,3
Sir Hill,Vahl,100,785773,7,9,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,LokiTeen,100,519769,7,7,18,7,7,6,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,BetaRayBill,100,703296,7,10,19,7,7,7,5,raider,purple,,,,10,,,,,,
Sir Hill,Sylvie,100,619859,7,9,18,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
Sir Hill,Photon,105,1078600,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,SpiderManBigTime,70,104177,7,1,13,6,6,6,4,striker,,5,,,,,5,5,5,5,5
Sir Hill,KamalaKhan,100,643644,7,9,19,6,7,6,5,skirmisher,purple,,,,,12,2,2,2,2,2
Sir Hill,BlackCat,100,594439,7,5,19,8,6,8,6,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,GhostRiderRobbie,100,696354,7,9,19,6,7,7,5,raider,purple,,,,12,,2,2,2,2,2
Sir Hill,Ronin,85,234305,7,8,16,6,6,6,4,striker,blue,10,5,5,5,5,5,5,5,5,5
Sir Hill,Mockingbird,85,225397,7,8,16,6,6,6,4,healer,blue,5,5,10,5,5,5,5,5,5,5
Sir Hill,IronManInfinityWar,100,641584,7,9,19,6,7,7,5,striker,purple,10,,,,,,,,,
Sir Hill,Darkhawk,100,588373,7,9,18,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Sir Hill,Tigra,85,226807,7,8,16,6,6,6,4,striker,blue,10,5,5,5,5,5,5,5,5,5
Sir Hill,ZombieJuggernaut,105,1661291,7,10,20,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,IronheartMCU,100,551126,7,9,18,6,6,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
Sir Hill,GreenGoblinGlider,102,673645,7,5,19,8,7,8,6,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,KravenTheHunter,100,685482,7,9,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,SpiderSlayer,100,677359,7,9,19,6,7,7,4,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Lizard,100,714397,7,9,19,6,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Sir Hill,Nightcrawler,100,848231,7,10,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Forge,100,747731,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,Sunspot,105,1380632,7,10,19,6,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Sir Hill,SymbioteSilverSurfer,105,1037158,7,10,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,Gwenom,105,1056113,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,RedGoblin,105,1176800,7,11,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
Sir Hill,BlackKnight,100,849170,7,10,19,7,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
Sir Hill,StarBrand,100,656219,7,9,19,6,6,7,5,raider,purple,5,5,5,12,5,2,2,2,2,2
Sir Hill,SuperSkrull,105,1250615,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,CosmicGhostRider,100,669879,7,8,19,6,6,7,5,striker,purple,12,,,,,2,2,2,2,2
Sir Hill,IronPatriot,105,1006546,7,9,19,7,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Sir Hill,TheLeader,105,1078642,7,9,19,7,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
Sir Hill,PeterBParker,105,1019291,7,9,19,7,7,7,5,healer,purple,,,13,,,3,3,3,3,3
Sir Hill,SpiderManPavitr,105,975466,7,9,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,PeniParker,105,1089161,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
Sir Hill,PandaPool,100,657287,7,9,19,6,6,7,5,skirmisher,purple,,,,,12,2,2,2,2,2
